Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador
1703,2.96,99.2,96.4,985.0,3.65,3.99,4.8,3.33,7.7,7.7,3405.0,65.0,26.0
1704,2.86,89.3,75.3,1041.0,3.72,3.69,4.0,4.81,3.4,13.2,3407.0,65.0,28.0
1705,3.42,93.5,97.3,892.0,4.26,4.51,4.96,4.76,5.6,4.7,3409.0,65.0,30.0
1706,3.33,94.3,83.1,899.0,4.01,3.87,4.73,4.09,8.7,14.9,3411.0,65.0,32.0
1707,2.78,71.8,79.8,978.0,3.01,3.12,4.37,4.48,3.3,15.9,3413.0,65.0,34.0
1708,2.16,76.2,79.3,836.0,3.96,3.46,3.18,3.17,13.9,11.1,3415.0,65.0,36.0
1709,3.07,75.0,74.6,1010.0,4.77,4.25,3.29,4.09,8.6,13.9,3417.0,65.0,38.0
1710,2.78,81.7,78.3,851.0,3.52,3.68,3.04,4.63,9.3,13.6,3419.0,65.0,40.0
1711,2.42,77.7,76.4,822.0,4.75,4.21,3.49,3.85,4.7,10.4,3421.0,65.0,42.0
1712,2.12,78.5,90.7,884.0,3.77,3.56,3.48,3.5,15.8,10.9,3423.0,65.0,44.0
1713,3.12,90.5,91.8,971.0,4.3,3.3,3.49,4.54,14.3,6.2,3425.0,65.0,46.0
1714,3.3,90.0,78.7,851.0,4.03,3.43,3.91,4.76,13.1,4.4,3427.0,65.0,48.0
1715,2.88,86.8,75.6,1015.0,3.41,3.11,3.52,3.21,15.2,15.2,3429.0,65.0,50.0
1716,3.29,88.7,97.1,848.0,3.74,3.16,4.1,3.19,12.8,5.7,3431.0,66.0,0.0
1717,3.09,94.5,89.0,1046.0,3.1,4.78,4.36,4.62,16.9,6.8,3433.0,66.0,2.0
1718,2.36,91.2,84.0,811.0,3.36,4.83,4.76,4.72,10.9,4.7,3435.0,66.0,4.0
1719,2.41,99.9,91.7,1087.0,4.09,4.97,3.87,3.83,11.5,11.1,3437.0,66.0,6.0
1720,2.3,94.6,89.8,1062.0,3.99,4.45,3.97,4.25,4.1,17.8,3439.0,66.0,8.0
1721,2.45,87.0,90.1,894.0,3.32,4.19,4.97,3.65,5.8,13.6,3441.0,66.0,10.0
1722,2.15,74.0,74.0,1074.0,4.58,4.91,3.52,3.93,16.0,9.7,3443.0,66.0,12.0
1723,3.13,89.6,96.4,852.0,4.24,3.06,3.55,4.83,8.6,4.3,3445.0,66.0,14.0
1724,2.98,71.4,94.0,918.0,4.71,4.56,4.77,4.39,5.5,17.2,3447.0,66.0,16.0
1725,3.14,77.8,71.7,806.0,3.68,4.64,4.34,3.63,7.0,15.1,3449.0,66.0,18.0
1726,2.53,80.2,89.2,864.0,3.36,4.24,3.09,4.37,3.6,9.5,3451.0,66.0,20.0
1727,3.01,92.1,72.3,898.0,3.6,3.33,3.85,4.89,14.5,6.6,3453.0,66.0,22.0
1728,2.02,86.0,78.1,1031.0,3.34,4.32,4.51,4.64,16.3,3.2,3455.0,66.0,24.0
1729,2.8,93.9,87.3,914.0,4.11,4.06,4.79,3.95,15.9,6.9,3457.0,66.0,26.0
1730,2.58,79.0,91.2,909.0,4.18,3.27,3.56,4.96,14.7,12.7,3459.0,66.0,28.0
1731,3.09,98.8,83.9,885.0,4.75,3.16,3.3,3.33,6.2,11.4,3461.0,66.0,30.0
1732,2.03,70.5,96.8,971.0,4.47,4.47,4.09,4.47,9.8,9.3,3463.0,66.0,32.0
1733,2.43,84.6,71.6,989.0,4.91,3.2,4.42,4.63,14.1,5.4,3465.0,66.0,34.0
1734,3.02,71.2,92.6,946.0,4.82,4.27,4.92,3.91,12.5,4.4,3467.0,66.0,36.0
1735,2.97,85.7,76.9,976.0,4.78,3.42,4.03,3.58,5.9,7.4,3469.0,66.0,38.0
1736,2.96,88.5,95.3,951.0,3.95,3.73,4.27,3.68,10.0,8.6,3471.0,66.0,40.0
1737,2.68,80.7,75.8,996.0,4.69,3.97,3.06,3.94,6.7,6.1,3473.0,66.0,42.0
1738,2.9,85.0,91.2,1066.0,4.44,3.82,4.47,3.99,3.5,9.6,3475.0,66.0,44.0
1739,2.47,84.3,76.7,1049.0,3.17,3.38,3.19,3.35,3.6,7.0,3477.0,66.0,46.0
1740,2.05,93.1,74.2,905.0,4.28,3.68,3.59,4.82,5.1,13.8,3479.0,66.0,48.0
1741,2.12,88.6,85.2,1022.0,3.99,3.74,4.37,3.8,15.2,8.4,3481.0,66.0,50.0
1742,3.09,95.7,81.3,981.0,4.57,3.06,3.54,3.6,3.3,14.7,3483.0,67.0,0.0
1743,2.86,76.6,98.5,1060.0,4.19,3.8,4.74,3.16,12.8,9.1,3485.0,67.0,2.0
1744,3.23,71.8,94.4,827.0,3.79,3.38,3.95,3.18,8.9,15.8,3487.0,67.0,4.0
1745,2.42,92.2,88.2,1010.0,3.49,4.26,4.93,4.94,13.7,4.8,3489.0,67.0,6.0
1746,2.74,79.9,87.3,952.0,3.51,3.13,3.44,3.87,14.6,12.5,3491.0,67.0,8.0
1747,3.01,91.8,70.0,996.0,3.73,3.25,3.62,3.39,10.6,8.0,3493.0,67.0,10.0
1748,2.11,85.5,95.4,1031.0,3.17,3.88,4.19,3.1,7.8,12.8,3495.0,67.0,12.0
1749,2.88,74.5,87.4,910.0,4.12,3.15,4.29,4.2,15.2,9.2,3497.0,67.0,14.0
1750,2.99,88.8,71.6,954.0,3.99,4.64,3.32,3.64,17.8,9.0,3499.0,67.0,16.0
1751,3.4,70.5,80.5,1050.0,4.87,4.78,4.02,3.77,10.2,13.2,3501.0,67.0,18.0
1752,3.24,93.5,86.9,833.0,3.61,4.64,4.17,4.64,5.7,4.4,3503.0,67.0,20.0
1753,2.98,94.5,70.5,1006.0,4.17,4.07,3.16,3.78,5.2,3.7,3505.0,67.0,22.0
1754,2.46,90.7,70.9,1086.0,4.54,3.45,3.17,3.36,10.0,17.2,3507.0,67.0,24.0
1755,3.3,96.7,71.3,859.0,4.23,3.68,4.72,3.99,3.6,7.6,3509.0,67.0,26.0
1756,2.51,98.8,85.4,967.0,3.11,3.24,4.26,3.26,12.5,11.4,3511.0,67.0,28.0
1757,2.72,85.0,77.1,913.0,4.6,3.39,3.44,4.66,15.2,7.7,3513.0,67.0,30.0
1758,3.41,89.0,83.4,1026.0,3.58,4.59,4.08,4.1,13.3,16.7,3515.0,67.0,32.0
1759,2.32,82.4,80.3,907.0,3.48,4.89,4.51,3.51,9.0,7.3,3517.0,67.0,34.0
1760,2.84,94.4,93.9,1091.0,4.0,3.88,4.26,3.03,8.8,8.0,3519.0,67.0,36.0
1761,2.81,84.2,92.2,858.0,4.01,3.75,4.21,4.44,5.4,15.4,3521.0,67.0,38.0
1762,2.55,71.3,94.9,958.0,3.71,4.05,4.02,4.5,9.6,12.7,3523.0,67.0,40.0
1763,3.4,82.9,71.2,803.0,3.07,3.67,3.44,4.28,10.4,8.5,3525.0,67.0,42.0
1764,2.78,98.0,71.5,1003.0,3.3,4.14,4.61,3.49,9.2,7.1,3527.0,67.0,44.0
1765,2.88,71.0,70.6,893.0,3.42,3.32,4.47,3.66,6.3,17.1,3529.0,67.0,46.0
1766,3.02,80.4,78.4,973.0,4.62,3.12,3.02,3.86,3.0,13.5,3531.0,67.0,48.0
1767,2.14,84.4,89.2,999.0,4.92,3.32,4.8,4.62,17.0,3.1,3533.0,67.0,50.0
1768,2.56,96.6,91.2,815.0,3.22,3.78,4.46,3.67,12.3,14.1,3535.0,68.0,0.0
1769,2.69,97.1,73.7,1009.0,3.27,4.18,3.54,3.89,12.1,13.9,3537.0,68.0,2.0
1770,2.41,86.8,79.6,958.0,3.85,4.53,4.64,4.25,11.6,5.1,3539.0,68.0,4.0
1771,2.79,70.7,73.5,808.0,4.35,4.71,4.59,4.0,4.7,6.4,3541.0,68.0,6.0
1772,2.8,81.7,88.9,1063.0,4.03,4.95,3.31,3.19,3.4,8.1,3543.0,68.0,8.0
1773,2.17,72.3,90.6,826.0,4.99,3.25,4.04,4.76,12.8,17.0,3545.0,68.0,10.0
1774,3.24,98.9,98.7,849.0,3.66,3.59,3.96,4.37,16.0,11.0,3547.0,68.0,12.0
1775,2.76,92.0,81.9,1098.0,3.2,4.41,3.86,3.55,11.1,8.8,3549.0,68.0,14.0
1776,2.96,89.3,99.6,838.0,3.2,3.09,3.06,4.52,6.4,10.5,3551.0,68.0,16.0
1777,2.69,74.7,86.9,991.0,3.79,3.76,3.2,4.02,4.6,15.9,3553.0,68.0,18.0
1778,2.82,89.2,73.9,906.0,3.64,4.1,3.38,3.58,16.9,10.0,3555.0,68.0,20.0
1779,2.2,81.8,84.4,1082.0,3.22,3.01,4.69,4.03,11.6,13.3,3557.0,68.0,22.0
1780,2.65,93.0,98.0,1074.0,3.82,3.4,3.9,3.11,7.1,4.7,3559.0,68.0,24.0
1781,3.05,89.8,79.9,1005.0,3.7,4.5,3.74,4.13,4.9,4.5,3561.0,68.0,26.0
1782,3.28,84.8,99.2,1043.0,3.18,4.94,4.34,3.33,14.3,7.0,3563.0,68.0,28.0
1783,2.46,83.8,81.4,874.0,4.24,3.42,4.51,3.27,8.4,15.3,3565.0,68.0,30.0
1784,3.01,97.8,98.8,985.0,4.13,4.2,3.47,3.92,17.5,15.1,3567.0,68.0,32.0
1785,3.45,94.2,73.0,872.0,3.97,3.27,3.17,3.16,8.0,9.8,3569.0,68.0,34.0
1786,3.11,96.3,87.2,1058.0,3.42,4.8,3.47,3.39,8.1,17.3,3571.0,68.0,36.0
1787,2.86,95.2,71.4,860.0,4.75,3.6,4.02,3.37,10.7,13.4,3573.0,68.0,38.0
1788,2.79,97.2,86.8,862.0,3.95,3.0,4.35,3.1,13.2,11.8,3575.0,68.0,40.0
1789,3.46,83.2,75.4,1011.0,3.37,3.05,3.47,4.2,4.3,8.7,3577.0,68.0,42.0
1790,2.75,84.5,82.1,1072.0,4.52,3.17,3.07,3.16,9.9,6.9,3579.0,68.0,44.0
1791,2.1,99.6,99.0,1073.0,4.25,4.65,4.0,3.86,14.9,14.7,3581.0,68.0,46.0
1792,2.77,97.6,73.8,850.0,3.19,3.32,3.26,3.4,12.7,9.7,3583.0,68.0,48.0
1793,2.91,76.3,80.6,992.0,3.05,3.19,4.47,3.55,6.9,11.2,3585.0,68.0,50.0
1794,2.71,82.5,82.5,866.0,3.15,3.74,4.19,3.36,4.9,15.3,3587.0,69.0,0.0
1795,2.68,71.9,99.5,816.0,3.05,3.25,4.35,4.96,4.9,3.7,3589.0,69.0,2.0
1796,2.99,76.6,71.9,1079.0,3.55,3.81,4.87,4.3,5.5,5.4,3591.0,69.0,4.0
1797,3.43,97.2,75.6,887.0,4.8,4.14,3.59,3.97,4.2,9.0,3593.0,69.0,6.0
1798,2.55,95.2,82.1,867.0,4.4,4.59,3.16,4.64,4.9,8.2,3595.0,69.0,8.0
1799,3.18,76.0,72.2,1006.0,4.04,4.1,4.39,3.0,8.8,10.4,3597.0,69.0,10.0
1800,2.68,74.0,91.4,1052.0,3.25,3.55,4.13,4.35,17.9,8.1,3599.0,69.0,12.0
1801,3.34,79.6,91.8,945.0,3.62,4.21,3.88,3.94,9.9,4.1,3601.0,69.0,14.0
1802,3.35,98.0,79.0,889.0,4.86,4.61,3.86,3.39,11.6,7.4,3603.0,69.0,16.0
1803,2.28,75.4,87.1,852.0,3.25,4.88,3.91,3.45,7.1,10.2,3605.0,69.0,18.0
1804,3.23,70.3,96.8,896.0,3.13,3.9,3.81,3.86,10.2,3.7,3607.0,69.0,20.0
1805,2.05,74.0,96.4,878.0,3.06,3.11,4.43,3.48,10.2,9.8,3609.0,69.0,22.0
1806,2.43,76.2,78.5,839.0,3.81,4.15,4.6,4.01,16.6,16.7,3611.0,69.0,24.0
1807,2.95,90.9,87.4,850.0,4.93,4.01,4.36,4.12,16.9,10.4,3613.0,69.0,26.0
1808,2.77,98.1,96.0,900.0,4.9,4.48,4.46,3.5,8.9,9.8,3615.0,69.0,28.0
1809,2.24,77.0,89.3,888.0,3.62,3.78,4.67,4.63,4.7,17.5,3617.0,69.0,30.0
1810,2.46,97.7,87.2,843.0,3.47,4.91,4.47,4.48,17.8,5.0,3619.0,69.0,32.0
1811,2.08,80.0,76.7,870.0,3.3,4.9,4.68,4.76,17.7,9.2,3621.0,69.0,34.0
1812,3.13,71.3,85.4,1015.0,4.16,4.56,4.08,3.53,14.5,8.3,3623.0,69.0,36.0
1813,3.24,92.9,76.1,885.0,4.18,4.79,4.3,4.75,10.8,11.6,3625.0,69.0,38.0
1814,2.36,90.8,76.4,1084.0,4.54,3.98,4.62,3.89,12.8,6.4,3627.0,69.0,40.0
1815,2.83,97.1,82.5,930.0,3.69,3.45,4.02,4.45,7.2,7.2,3629.0,69.0,42.0
1816,2.79,97.1,99.0,939.0,3.39,4.06,3.46,3.89,4.3,9.4,3631.0,69.0,44.0
1817,2.53,80.7,87.6,1027.0,4.92,4.54,3.63,4.56,4.8,7.8,3633.0,69.0,46.0
1818,2.04,75.5,90.2,859.0,3.2,4.49,4.31,3.63,8.5,14.5,3635.0,69.0,48.0
1819,3.37,89.6,93.5,854.0,3.9,3.11,4.96,4.94,17.3,3.5,3637.0,69.0,50.0
1820,2.43,81.5,94.9,995.0,4.88,3.76,3.92,3.32,11.2,8.8,3639.0,70.0,0.0
1821,2.99,91.1,93.5,1019.0,3.37,3.21,3.61,3.68,3.8,3.5,3641.0,70.0,2.0
1822,3.27,74.2,90.5,967.0,3.63,4.38,4.3,4.45,8.8,9.5,3643.0,70.0,4.0
1823,3.32,89.4,87.5,871.0,4.9,4.88,3.39,4.82,8.4,11.2,3645.0,70.0,6.0
1824,3.02,78.6,91.5,915.0,4.47,4.57,4.93,4.75,13.3,3.4,3647.0,70.0,8.0
1825,3.43,85.5,74.1,1094.0,3.55,3.02,3.51,3.61,9.5,9.5,3649.0,70.0,10.0
1826,2.79,95.9,74.1,847.0,3.46,4.98,3.42,4.76,6.4,4.6,3651.0,70.0,12.0
1827,3.42,72.0,93.2,1002.0,3.86,4.73,3.11,3.87,12.2,3.3,3653.0,70.0,14.0
1828,2.67,70.1,73.8,940.0,4.96,4.92,3.67,4.67,7.6,17.3,3655.0,70.0,16.0
1829,3.44,95.8,84.4,981.0,3.83,4.37,3.14,3.66,5.4,4.2,3657.0,70.0,18.0
1830,2.21,78.2,74.8,864.0,3.26,4.71,3.22,3.96,4.2,7.2,3659.0,70.0,20.0
1831,2.54,80.6,71.6,989.0,4.12,3.51,4.28,4.06,7.5,12.7,3661.0,70.0,22.0
1832,3.16,81.5,72.3,880.0,4.77,4.03,3.59,3.15,9.8,9.8,3663.0,70.0,24.0
1833,2.2,98.2,84.8,919.0,4.48,3.39,3.73,3.1,3.0,10.2,3665.0,70.0,26.0
1834,3.45,94.0,78.5,808.0,3.82,3.16,4.93,4.55,12.3,11.8,3667.0,70.0,28.0
1835,2.43,94.0,86.3,976.0,3.83,3.02,4.55,3.73,9.1,17.6,3669.0,70.0,30.0
1836,3.2,71.7,75.9,830.0,4.74,4.0,3.76,4.11,9.3,5.3,3671.0,70.0,32.0
1837,2.48,97.5,92.6,1022.0,3.7,3.66,3.92,4.92,9.4,11.1,3673.0,70.0,34.0
1838,2.0,94.2,76.0,1013.0,3.68,3.64,4.59,3.58,13.6,17.8,3675.0,70.0,36.0
1839,2.35,92.0,90.6,944.0,4.07,4.74,4.25,3.25,10.2,13.9,3677.0,70.0,38.0
1840,2.42,80.0,72.7,1057.0,4.62,4.47,4.79,4.73,13.8,16.6,3679.0,70.0,40.0
1841,3.07,82.9,97.7,873.0,3.29,3.31,3.92,4.51,16.0,17.4,3681.0,70.0,42.0
1842,3.05,92.3,79.3,1063.0,3.08,3.87,3.04,3.46,17.3,14.3,3683.0,70.0,44.0
1843,2.06,76.3,82.6,865.0,4.45,4.52,4.4,4.48,13.5,5.8,3685.0,70.0,46.0
1844,3.47,71.5,70.9,1021.0,3.54,4.32,4.74,4.3,5.6,11.1,3687.0,70.0,48.0
1845,2.31,78.4,79.0,977.0,3.07,4.07,4.72,3.59,8.3,5.8,3689.0,70.0,50.0
1846,2.48,93.6,99.1,838.0,3.49,3.15,3.59,3.69,11.0,17.6,3691.0,71.0,0.0
1847,3.27,88.9,78.3,869.0,3.76,4.28,3.84,3.17,6.4,7.2,3693.0,71.0,2.0
1848,2.45,84.3,99.2,878.0,3.79,4.57,4.95,3.05,16.1,7.5,3695.0,71.0,4.0
1849,3.01,71.3,88.1,989.0,3.98,4.93,3.15,3.14,6.2,17.9,3697.0,71.0,6.0
1850,3.23,72.7,89.3,939.0,4.17,3.84,3.42,3.86,6.6,16.3,3699.0,71.0,8.0
1851,2.0,93.5,80.7,1043.0,4.28,4.41,4.67,3.52,3.1,3.9,3701.0,71.0,10.0
1852,2.25,92.2,88.1,940.0,4.68,3.74,3.05,4.44,7.0,7.6,3703.0,71.0,12.0
1853,2.47,72.8,99.8,821.0,4.18,4.95,4.26,3.73,12.8,14.2,3705.0,71.0,14.0
1854,2.44,88.7,72.3,1084.0,4.17,4.13,3.22,3.88,7.5,5.1,3707.0,71.0,16.0
1855,2.62,89.5,76.7,873.0,4.72,4.41,3.19,4.69,8.7,4.6,3709.0,71.0,18.0
1856,3.23,87.0,99.9,1099.0,3.31,4.85,4.89,3.34,6.4,7.1,3711.0,71.0,20.0
1857,3.0,71.5,94.5,804.0,3.79,4.25,3.76,3.78,10.8,12.0,3713.0,71.0,22.0
1858,2.67,92.3,78.4,936.0,3.78,3.91,4.21,3.56,12.9,11.2,3715.0,71.0,24.0
1859,2.33,88.8,83.5,849.0,4.92,4.17,3.15,3.14,14.4,7.8,3717.0,71.0,26.0
1860,2.67,75.2,80.6,1035.0,3.13,4.05,4.5,3.13,4.4,9.4,3719.0,71.0,28.0
1861,2.39,71.2,74.0,907.0,3.85,4.13,4.08,4.28,5.5,7.6,3721.0,71.0,30.0
1862,3.07,82.8,71.6,910.0,3.95,4.3,4.93,3.21,3.8,15.7,3723.0,71.0,32.0
1863,2.77,77.3,94.7,883.0,4.9,3.89,4.03,4.29,16.1,9.9,3725.0,71.0,34.0
1864,2.16,74.7,82.3,1068.0,4.86,4.54,4.65,3.56,8.9,3.7,3727.0,71.0,36.0
1865,3.4,96.9,98.7,1046.0,3.98,3.43,3.7,4.43,11.5,15.6,3729.0,71.0,38.0
1866,2.12,72.4,73.0,812.0,4.15,4.99,3.17,3.96,15.5,14.4,3731.0,71.0,40.0
1867,2.01,88.1,98.9,897.0,3.25,4.27,3.56,3.14,6.1,16.7,3733.0,71.0,42.0
1868,2.22,87.2,75.2,830.0,3.05,4.27,4.25,4.01,14.8,13.3,3735.0,71.0,44.0
1869,2.97,84.8,90.9,1090.0,3.11,3.09,4.66,4.66,15.3,15.0,3737.0,71.0,46.0
1870,2.46,74.6,79.5,1014.0,3.21,3.48,3.24,4.66,7.5,15.8,3739.0,71.0,48.0
1871,3.41,97.4,85.6,829.0,4.28,4.1,4.08,3.16,8.6,14.6,3741.0,71.0,50.0
1872,3.27,79.8,86.8,929.0,3.27,3.14,4.22,4.97,11.9,4.2,3743.0,72.0,0.0
1873,2.27,96.5,92.8,860.0,4.25,3.08,4.32,3.14,4.8,14.5,3745.0,72.0,2.0
1874,2.83,72.7,89.6,903.0,3.12,3.58,3.17,3.02,14.6,7.7,3747.0,72.0,4.0
1875,3.45,73.5,95.6,943.0,4.76,3.74,3.43,3.15,10.2,9.5,3749.0,72.0,6.0
1876,2.85,70.8,75.0,830.0,3.73,4.74,4.45,4.52,15.7,9.3,3751.0,72.0,8.0
1877,3.27,84.7,86.1,874.0,3.2,3.97,3.75,3.86,17.1,13.6,3753.0,72.0,10.0
1878,2.16,86.7,91.9,886.0,3.84,3.15,4.68,4.76,13.0,9.4,3755.0,72.0,12.0
1879,2.17,93.6,75.5,854.0,3.57,4.76,4.98,4.85,16.0,5.5,3757.0,72.0,14.0
1880,3.45,87.4,92.1,924.0,4.31,4.96,4.02,4.91,6.7,16.4,3759.0,72.0,16.0
1881,3.16,82.8,78.6,965.0,4.56,4.68,4.54,4.22,17.8,6.9,3761.0,72.0,18.0
1882,2.3,82.1,84.4,859.0,4.02,4.29,3.64,4.07,7.3,16.5,3763.0,72.0,20.0
1883,2.92,71.1,90.0,1064.0,3.48,4.22,3.32,3.04,14.8,6.6,3765.0,72.0,22.0
1884,2.5,99.0,85.7,836.0,4.23,3.13,4.71,4.8,3.5,12.5,3767.0,72.0,24.0
1885,2.86,86.0,74.1,910.0,3.24,3.6,3.24,3.49,8.6,16.2,3769.0,72.0,26.0
1886,2.9,75.4,75.9,831.0,3.37,3.72,3.21,4.3,13.8,7.3,3771.0,72.0,28.0
1887,2.01,70.2,85.4,813.0,3.25,3.54,4.55,3.33,16.5,13.7,3773.0,72.0,30.0
1888,2.38,75.6,80.7,836.0,4.42,3.73,3.44,3.13,6.8,12.1,3775.0,72.0,32.0
1889,2.08,95.2,84.0,946.0,3.38,4.55,4.05,4.38,14.3,5.1,3777.0,72.0,34.0
1890,2.72,89.7,79.0,817.0,4.15,4.09,4.92,4.36,11.6,16.3,3779.0,72.0,36.0
1891,3.34,91.4,90.8,1055.0,3.76,3.97,4.06,3.87,11.2,5.8,3781.0,72.0,38.0
1892,2.91,85.2,96.8,958.0,4.04,3.35,3.4,4.38,11.1,9.2,3783.0,72.0,40.0
1893,2.21,84.3,84.5,1082.0,3.15,4.97,3.44,4.93,3.7,15.8,3785.0,72.0,42.0
1894,2.6,80.4,84.8,803.0,3.17,3.3,4.22,4.58,3.7,15.0,3787.0,72.0,44.0
1895,2.43,73.0,78.6,802.0,4.59,4.71,3.55,3.3,14.1,4.7,3789.0,72.0,46.0
1896,3.16,73.8,85.4,888.0,4.84,3.88,3.84,3.06,5.8,13.3,3791.0,72.0,48.0
1897,2.09,97.8,75.0,975.0,4.58,4.5,3.69,4.76,14.0,15.5,3793.0,72.0,50.0
1898,2.04,85.3,94.7,976.0,4.09,3.59,3.18,4.38,16.5,13.3,3795.0,73.0,0.0
1899,3.16,72.8,71.2,1054.0,3.78,3.02,4.74,3.86,9.5,9.6,3797.0,73.0,2.0
1900,2.39,82.2,77.0,807.0,4.64,4.84,3.2,3.99,9.8,8.4,3799.0,73.0,4.0
1901,2.69,81.4,85.5,821.0,3.64,4.02,4.62,4.23,17.3,5.1,3801.0,73.0,6.0
1902,2.75,95.2,81.1,802.0,3.18,4.09,4.41,4.86,11.0,5.1,3803.0,73.0,8.0
1903,2.88,96.9,84.6,845.0,3.4,3.13,4.69,4.78,9.1,3.0,3805.0,73.0,10.0
1904,2.51,72.6,98.7,1077.0,3.79,4.31,4.77,4.06,12.3,17.6,3807.0,73.0,12.0
1905,2.52,93.2,98.6,965.0,4.96,3.24,4.2,3.25,17.2,14.5,3809.0,73.0,14.0
1906,2.05,89.3,94.3,819.0,4.68,3.14,3.22,4.0,16.5,12.6,3811.0,73.0,16.0
1907,3.0,97.4,96.0,842.0,4.09,4.27,3.67,3.4,3.4,14.7,3813.0,73.0,18.0
1908,3.35,97.3,89.8,870.0,4.34,3.24,4.46,4.03,16.1,17.1,3815.0,73.0,20.0
1909,2.6,71.0,93.0,1060.0,4.21,4.8,4.21,3.69,5.8,10.0,3817.0,73.0,22.0
1910,2.48,83.1,98.5,890.0,3.13,4.65,3.51,3.66,6.3,8.0,3819.0,73.0,24.0
1911,3.37,99.4,90.4,836.0,4.62,4.39,4.58,3.08,5.4,13.4,3821.0,73.0,26.0
1912,3.02,86.6,94.5,927.0,4.56,3.52,3.67,4.18,17.3,7.5,3823.0,73.0,28.0
1913,2.74,91.2,85.1,1052.0,3.03,3.24,4.59,3.57,15.8,13.1,3825.0,73.0,30.0
1914,2.61,73.4,70.7,841.0,4.06,3.55,4.75,4.44,7.7,6.4,3827.0,73.0,32.0
1915,2.17,72.2,85.1,943.0,4.79,4.18,4.35,3.55,13.3,6.7,3829.0,73.0,34.0
1916,2.63,70.2,90.9,888.0,3.69,3.95,4.18,4.23,8.7,5.5,3831.0,73.0,36.0
1917,2.75,71.7,83.3,966.0,4.58,4.71,3.8,4.71,15.7,5.6,3833.0,73.0,38.0
1918,2.33,82.7,86.1,1050.0,3.53,3.77,3.66,3.8,8.7,13.6,3835.0,73.0,40.0
1919,2.53,86.5,73.0,901.0,3.63,4.26,3.52,4.53,13.5,15.8,3837.0,73.0,42.0
1920,2.51,77.1,93.7,900.0,4.05,3.43,3.03,4.09,7.3,17.0,3839.0,73.0,44.0
1921,3.33,74.1,74.9,1032.0,3.22,3.19,4.85,3.77,15.8,11.7,3841.0,73.0,46.0
1922,3.0,72.4,82.6,1093.0,4.31,4.35,4.03,3.76,5.0,14.3,3843.0,73.0,48.0
1923,2.11,75.6,73.7,948.0,3.31,4.05,3.92,4.96,4.7,7.7,3845.0,73.0,50.0
1924,2.21,83.8,88.9,898.0,4.2,3.46,3.44,3.4,6.6,11.7,3847.0,74.0,0.0
1925,3.11,84.1,98.8,873.0,4.91,3.47,3.53,3.25,4.2,6.9,3849.0,74.0,2.0
1926,2.48,83.6,99.9,1015.0,4.8,4.87,3.98,4.61,17.3,6.6,3851.0,74.0,4.0
1927,3.4,92.3,88.3,909.0,3.92,3.54,3.16,4.9,8.4,14.2,3853.0,74.0,6.0
1928,3.3,86.7,76.4,942.0,3.38,4.81,3.32,4.44,7.9,4.4,3855.0,74.0,8.0
1929,3.25,81.8,77.5,807.0,3.65,3.89,4.55,4.54,7.3,12.0,3857.0,74.0,10.0
1930,3.3,94.9,76.5,1068.0,3.41,3.12,4.32,3.11,8.1,16.7,3859.0,74.0,12.0
1931,2.98,80.8,96.3,1038.0,3.16,4.99,3.97,3.98,3.9,11.4,3861.0,74.0,14.0
1932,2.14,74.7,85.4,999.0,3.47,3.12,4.04,4.55,6.6,16.9,3863.0,74.0,16.0
1933,3.3,84.9,80.7,883.0,3.9,3.35,4.95,4.13,12.4,3.3,3865.0,74.0,18.0
1934,2.4,79.0,79.8,888.0,3.11,4.68,4.73,3.0,4.2,9.4,3867.0,74.0,20.0
1935,2.73,92.7,82.1,972.0,4.77,4.27,3.45,3.48,5.8,3.0,3869.0,74.0,22.0
1936,2.06,79.4,90.8,856.0,3.79,3.66,3.01,4.23,5.8,10.6,3871.0,74.0,24.0
1937,2.13,91.3,83.0,927.0,3.19,3.99,4.16,4.48,11.0,8.4,3873.0,74.0,26.0
1938,2.75,99.0,89.9,904.0,4.44,3.37,4.4,3.49,5.2,12.1,3875.0,74.0,28.0
1939,2.7,86.2,84.0,814.0,3.64,3.18,4.56,4.55,16.9,11.1,3877.0,74.0,30.0
1940,2.92,94.4,96.7,1019.0,3.52,3.85,4.38,4.64,14.2,9.1,3879.0,74.0,32.0
1941,3.34,87.9,83.2,882.0,3.99,3.1,3.61,4.96,15.6,16.3,3881.0,74.0,34.0
1942,2.24,90.5,90.2,948.0,4.11,3.75,4.54,3.59,5.8,11.9,3883.0,74.0,36.0
1943,3.34,72.5,76.0,1002.0,3.42,3.07,4.34,4.35,17.8,11.9,3885.0,74.0,38.0
1944,2.29,98.7,81.1,979.0,4.71,3.21,4.92,4.99,11.4,4.7,3887.0,74.0,40.0
1945,3.07,77.4,86.0,1045.0,4.47,4.1,3.66,4.49,15.1,4.9,3889.0,74.0,42.0
1946,2.89,72.4,83.8,860.0,4.03,3.99,4.14,3.42,4.2,13.0,3891.0,74.0,44.0
1947,3.41,85.3,78.9,967.0,4.32,4.57,3.27,3.9,4.8,5.9,3893.0,74.0,46.0
1948,3.21,86.7,85.7,875.0,3.9,4.78,3.85,4.89,10.0,5.0,3895.0,74.0,48.0
1949,2.03,97.7,87.4,1096.0,3.05,4.83,4.72,3.9,11.5,9.9,3897.0,74.0,50.0
